Keyword_Pencarian,AssignmentID
95803147,b60eb3c2-c33b-4f01-9884-f7a9112ab9f6
WIRA SEDYA UTAMA PT,b60eb3c2-c33b-4f01-9884-f7a9112ab9f6
JALAN CAKUNG CILINCING RAYA,b60eb3c2-c33b-4f01-9884-f7a9112ab9f6
95802209,d062afc5-b749-4efb-9e22-33c5f2d98b0b
"GUNUNG SLAMAT, PT",d062afc5-b749-4efb-9e22-33c5f2d98b0b
"Graha Rekso Building, Lantai 10, Jl. Bulevar Artha Gading Kav. A1",d062afc5-b749-4efb-9e22-33c5f2d98b0b
94650931,c5eca336-303c-4b13-8833-d5d4ccf02806
PT Dharma Karya Perdana,c5eca336-303c-4b13-8833-d5d4ccf02806
"Jl. kali baru 2 Cilincing, jakarta Utara",c5eca336-303c-4b13-8833-d5d4ccf02806
94637541,9e3d4e33-8553-41e2-8c4a-36a1733876e1
PT Gunung Slamat,9e3d4e33-8553-41e2-8c4a-36a1733876e1
Jl. Agung Timur IV Blok o No. 2 Kav. 18 - 19. Sunter Podomoro Jakarta Utara 14350,9e3d4e33-8553-41e2-8c4a-36a1733876e1
94456973,1b408061-87e5-420c-91a6-375149598b1d
"Samudera Sarana Terminal,PT",1b408061-87e5-420c-91a6-375149598b1d
"Komp. Yos Sudarso megah,Jl. Yos Sudarso No. 1 Blok A1-A2",1b408061-87e5-420c-91a6-375149598b1d
94456437,9611edc6-aee1-4c33-9d24-2c419d359ff6
"Ancol Terang Metal Printing, PT",9611edc6-aee1-4c33-9d24-2c419d359ff6
Jalan Ancol IX No. 7,9611edc6-aee1-4c33-9d24-2c419d359ff6
94440253,3d427785-c133-4eb1-a480-300733b90b89
"PT. Salim Ivomas Pratama, Tbk., Tangki Timbun Jakarta Utara",3d427785-c133-4eb1-a480-300733b90b89
Jakarta Utara,3d427785-c133-4eb1-a480-300733b90b89
94420277,1ece74e6-e00a-4834-bd68-e722632dc05f
"CIPENDAWA AGRIINDUSTRI, PT",1ece74e6-e00a-4834-bd68-e722632dc05f
"Jl.Ancol VIII no.1 Kelurahan Ancol, Kecamatan Pademangan,Jakarta Utara",1ece74e6-e00a-4834-bd68-e722632dc05f
94420251,327ead8f-8cef-4fa6-bc0d-7384c39911bd
"CHAROEN POKPHAND INDONESIA TBK, PT",327ead8f-8cef-4fa6-bc0d-7384c39911bd
"JL. ANCOL VIII/1, KELURAHAN ANCOL, KECAMATAN PADEMANGAN, NORTH JAKARTA, DKI, JAKARTA, INDONESIA",327ead8f-8cef-4fa6-bc0d-7384c39911bd
94414453,d39b1f6a-aba4-4fcb-a568-efd8fd0ecce3
"AKR CORPORINDO TBK, PT",d39b1f6a-aba4-4fcb-a568-efd8fd0ecce3
JL. AMBON BLOK A KAV 5-7,d39b1f6a-aba4-4fcb-a568-efd8fd0ecce3
6088721,9a53cde0-7d29-4bda-806c-5143ab29fc42
PT dharma samudera fishing industries,9a53cde0-7d29-4bda-806c-5143ab29fc42
JL. LAKSAMANA RE MARTADINATA NO.18,9a53cde0-7d29-4bda-806c-5143ab29fc42
48751,3ee5f4b6-4155-459b-9c7d-9627b7fa9c89
"PERTAMINA PABRIK TABUNG LPG, PT",3ee5f4b6-4155-459b-9c7d-9627b7fa9c89
JL. PLUMPANG SEMPER NO.999,3ee5f4b6-4155-459b-9c7d-9627b7fa9c89
48516,2894caeb-ebf1-49bd-a170-aa1710918ac9
"pt, PLASCOHTAMA",2894caeb-ebf1-49bd-a170-aa1710918ac9
Jl. Kamal Muara IX28 A,2894caeb-ebf1-49bd-a170-aa1710918ac9
48228,710cbad4-acdb-4ba8-af02-744746c2ad79
PABRIK SEPATU <EDI>,710cbad4-acdb-4ba8-af02-744746c2ad79
BENTENGAN 2 NO 32 JALAN,710cbad4-acdb-4ba8-af02-744746c2ad79
47602,a42e235b-e496-4d72-a781-7c048398343c
UDANG <IBU BAMBANG>,a42e235b-e496-4d72-a781-7c048398343c
JL. KALIBARU TIMUR 1,a42e235b-e496-4d72-a781-7c048398343c
4709171,922e3a60-3905-4ad7-8294-a067ad4e30c3
JASA PUTRA ANUGRAH,922e3a60-3905-4ad7-8294-a067ad4e30c3
"KAPUK RAYA, JALAN RT: 1 RW: 3 KODEPOS: 14460",922e3a60-3905-4ad7-8294-a067ad4e30c3
4708320,0498a372-444e-47e3-8adf-3c68dd8a4ad2
CHRISKA KATILI <BENGKEL LAS HADI>,0498a372-444e-47e3-8adf-3c68dd8a4ad2
JL MALAKA 1 RT: 9 RW: 12 KODEPOS: 14140,0498a372-444e-47e3-8adf-3c68dd8a4ad2
4707916,e2d50826-91b2-413a-89b9-b04a05c8d001
PT KRESTI KENCANA MULYA (TEXTILE HARIANTO),e2d50826-91b2-413a-89b9-b04a05c8d001
JL SUNTER KARYA UTAMA BLOK G6 NO 43 RT:  RW:  KODEPOS: 14350,e2d50826-91b2-413a-89b9-b04a05c8d001
4707632,41b5e0a5-ccb2-426a-bef5-3e379ca24048
GARMEN <LIMBUNSUN>,41b5e0a5-ccb2-426a-bef5-3e379ca24048
BANDENGAN SELATAN NO 60 C RT: RW: 02 KODEPOS:,41b5e0a5-ccb2-426a-bef5-3e379ca24048
4707589,ddf6d359-b690-4339-a28f-e921ecbb2110
PRODUKSI RING <KARDY>,ddf6d359-b690-4339-a28f-e921ecbb2110
"VILLA KAPUK MAS, JALAN RT: 15 RW: 05 KODEPOS: 14460",ddf6d359-b690-4339-a28f-e921ecbb2110
4702285,8c4bcb50-f7ab-4623-a5b3-46f9e8407a0c
PT. HONGKONG RAYA PRIMA,8c4bcb50-f7ab-4623-a5b3-46f9e8407a0c
JL. RAYA PEGANGSAAN 2 KOMP. TPI BLOK B/18 RT: 05 RW: 04 KODEPOS: 14250,8c4bcb50-f7ab-4623-a5b3-46f9e8407a0c
4702283,b695b577-7c83-40f6-8686-520140d50ee4
PEDAGANG IKAN <HJ KOIDAH>,b695b577-7c83-40f6-8686-520140d50ee4
MUARA ANGKE HKSN NO 19 RT:9 RW:1,b695b577-7c83-40f6-8686-520140d50ee4
4702282,b590e24a-e6ee-4246-8256-410f8e8f2c3d
PT KENCANA PRINTING,b590e24a-e6ee-4246-8256-410f8e8f2c3d
JL. ARWANA I NO. 26A RT:  RW:  KODEPOS: 14450,b590e24a-e6ee-4246-8256-410f8e8f2c3d
4596610,4482a26f-0208-4689-bee3-c45dead96649
ANIMO LABEL SENTOSA,4482a26f-0208-4689-bee3-c45dead96649
"KOMPLEK RUKAN INKOPAL BLOK C NO. 75, JL. RAYA BOULEVARD BARAT",4482a26f-0208-4689-bee3-c45dead96649
4589657,c2112050-7d83-48a4-a090-f2fd3510e57b
VISI SEKAWAN DIGITALINDO,c2112050-7d83-48a4-a090-f2fd3510e57b
"GEDUNG KIRANA TWO LT.10A, JL BOULEVARD TIMUR",c2112050-7d83-48a4-a090-f2fd3510e57b
4580867,f21e7b60-ae9a-4f6a-a2bf-8a21ff86b70b
AMINDO MITRA BARUNA,f21e7b60-ae9a-4f6a-a2bf-8a21ff86b70b
JL. ENDE NO. 27,f21e7b60-ae9a-4f6a-a2bf-8a21ff86b70b
4579691,39055a83-0429-4438-92b5-b8bcaa3a6751
MAX CORP GLOBAL,39055a83-0429-4438-92b5-b8bcaa3a6751
JL. BANDENGAN UTARA 83 NO. 10/11,39055a83-0429-4438-92b5-b8bcaa3a6751
4578811,57300a35-0e44-492a-a67f-d824be42f2df
SWAPRAJA SAKTI MANDIRI,57300a35-0e44-492a-a67f-d824be42f2df
MARUNDA TIRAM,57300a35-0e44-492a-a67f-d824be42f2df
4577926,2124c906-3c05-407a-811c-b36a01e2be02
MEGA INDO KRESNA,2124c906-3c05-407a-811c-b36a01e2be02
JL. KARANG BOLONG RAYA 12 NO. 33,2124c906-3c05-407a-811c-b36a01e2be02
4567298,89b91199-2ed2-4955-83ad-d62ec19bc6a3
INDO SUKSES SEJAHTERA,89b91199-2ed2-4955-83ad-d62ec19bc6a3
JL PARANG TRITIS RAYA,89b91199-2ed2-4955-83ad-d62ec19bc6a3
4565253,c51c06f0-a05b-4686-88e3-4cb62ad5d587
PRISKILA PRIMA MAKMUR,c51c06f0-a05b-4686-88e3-4cb62ad5d587
KAPUK MUARA,c51c06f0-a05b-4686-88e3-4cb62ad5d587
4560499,5793ee64-c408-4eb0-989b-761c943940b1
TEVAH BARU INDONESIA,5793ee64-c408-4eb0-989b-761c943940b1
JL JAWA RAYA KBN CAKUNG CILINCING,5793ee64-c408-4eb0-989b-761c943940b1
4558416,8bf9675f-be3d-4786-95d6-831bd0406710
ARTHA JAYA LESTARI,8bf9675f-be3d-4786-95d6-831bd0406710
"JL DANAU SUNTER SELATAN BLOK O5/2 RT 008 RW 011, SUNTER JAYA",8bf9675f-be3d-4786-95d6-831bd0406710
4556023,b2aa90d0-1e8f-408c-8b01-43f529a77b37
FAUZI DEWI MOTIK,b2aa90d0-1e8f-408c-8b01-43f529a77b37
JL.MELATI,b2aa90d0-1e8f-408c-8b01-43f529a77b37
4556016,407fb66a-65c8-4e14-aadc-8ad6b04bb28a
MAXMODA INDO GLOBAL,407fb66a-65c8-4e14-aadc-8ad6b04bb28a
KIRANA BOUTIQUE OFFICE BLOK C 1 NO. 7 JL. BOULEVARD RAYA KIRANA COMMERCIAL AVENUE KELAPA GADING TIMUR,407fb66a-65c8-4e14-aadc-8ad6b04bb28a
4549988,2e67a959-c53f-490e-ae62-91793e142e2f
SANDANGMAJU PERKASA,2e67a959-c53f-490e-ae62-91793e142e2f
"JL.RAYA CAKUNG CILINCING (KBN) NO 8A, CILINCING",2e67a959-c53f-490e-ae62-91793e142e2f
4546949,a4d4dd4f-d06b-440b-aec1-9b7c06c1739e
DUA SEKAWAN MITRA SEJAHTERA,a4d4dd4f-d06b-440b-aec1-9b7c06c1739e
JL TELUK GONG RAYA KOMPLEK RUKO TELUK MAS BLOK A/18 ABC,a4d4dd4f-d06b-440b-aec1-9b7c06c1739e
4546921,e0a92f82-4738-4ae6-a84c-ca64b97f8fac
WOO JEON BUSANA,e0a92f82-4738-4ae6-a84c-ca64b97f8fac
"MADIUN  BLOK C 02-24 AB KBN SBU RT.00 RW.000, MARUNDA",e0a92f82-4738-4ae6-a84c-ca64b97f8fac
4545383,bb66c606-930f-4e49-a2c3-632615710111
SERASI ADIBUSANA,bb66c606-930f-4e49-a2c3-632615710111
"KAWASAN BERIKAT NUSANTARA CAKUNG V, CILINCING",bb66c606-930f-4e49-a2c3-632615710111
4544807,5a3e0b91-6541-4572-892d-66cfa490e247
"TRIMITRA SUKSES SINERGI, PT",5a3e0b91-6541-4572-892d-66cfa490e247
"RUKAN EKSKLUSIF BLOK F NO. 1 B, BUKIT GOLF MEDITERANIA",5a3e0b91-6541-4572-892d-66cfa490e247
4544059,917da77d-c7cb-484d-a627-8295606123c5
PANDU DEWA NATA,917da77d-c7cb-484d-a627-8295606123c5
"JL JAWA RAYA BLOK C NO.15 AB, SUKAPURA",917da77d-c7cb-484d-a627-8295606123c5
4544016,6e942cfb-8392-4389-b7dd-76e3f1ae7d81
PIALA MARGATAMA,6e942cfb-8392-4389-b7dd-76e3f1ae7d81
"GD.PUSAT PERDAGANGAN GROSIR, ANCOL",6e942cfb-8392-4389-b7dd-76e3f1ae7d81
4538631,d2589514-5ff5-4888-84d3-12ab478159ec
SAKATA INX INDONESIA,d2589514-5ff5-4888-84d3-12ab478159ec
GRAHA INDOCHEM LT. 7 JL. PANTAI INDAH KAPUK BOULEVARD KAV. SSB/E,d2589514-5ff5-4888-84d3-12ab478159ec
4536861,3a575343-a67f-401f-b41a-37d201b91d09
MASINDO JAYA UTAMA,3a575343-a67f-401f-b41a-37d201b91d09
"JL.MUARA KARANG BLOK D-6 NO.19, PENJARINGAN",3a575343-a67f-401f-b41a-37d201b91d09
4536700,8b134db8-7dd8-4175-8a84-545101870a82
INDONESIA LISTRIK JAYA,8b134db8-7dd8-4175-8a84-545101870a82
GEDUNG THE SUITE TOWER LANTAI 3/301 JL BOULEVARD PIK KAV OFS,8b134db8-7dd8-4175-8a84-545101870a82
4536248,8d37bece-284d-46ba-b432-deee2843d893
MILLENNIUM DISTRIBUSI INDONESIA,8d37bece-284d-46ba-b432-deee2843d893
"RUKO KIRANA BOUTIQUE, JL BOULEVARD RAYA",8d37bece-284d-46ba-b432-deee2843d893
4535949,8fa702ec-fa67-41cb-88e4-44c4156ac800
BAZT INTI BERSAMA,8fa702ec-fa67-41cb-88e4-44c4156ac800
JL. PENDARATAN UDANG NO. 20.,8fa702ec-fa67-41cb-88e4-44c4156ac800
4533698,a7a22495-ffcf-404d-922c-664d21f0a8ce
OMNI PLAS INDUSTRY,a7a22495-ffcf-404d-922c-664d21f0a8ce
"JL KAPUK KAMAL RAYA NO.70-A, KAMAL MUARA",a7a22495-ffcf-404d-922c-664d21f0a8ce
4525505,03cfa925-e81d-4c98-a76b-48b3318820bd
TRI WARAKO UTAMA,03cfa925-e81d-4c98-a76b-48b3318820bd
JL  SWASEMBADA BARAT 1A NO  10 KEBON BAWANG,03cfa925-e81d-4c98-a76b-48b3318820bd
4521145,c1167ac9-fb09-42e2-a844-7abdae249d5f
DOLPIN PUTRA SEJATI,c1167ac9-fb09-42e2-a844-7abdae249d5f
KOMPLEK JAKARTA DISTRIBUTION CENTRE JALAN KAPUK KAMAL RAYA,c1167ac9-fb09-42e2-a844-7abdae249d5f
4513898,09c148af-5396-40f5-9378-5f4ca56c32fb
STAR ENVIRONMENTAL RENEWABLE TECHNOLOGY,09c148af-5396-40f5-9378-5f4ca56c32fb
GEDUNG SUITES TOWER LANTAI 302 JL BOULEVARD PANTAI INDAH KAPUK NO. 1,09c148af-5396-40f5-9378-5f4ca56c32fb
4513182,ff217490-01cb-4441-bb36-304e60e2522a
SANKANINDO JAYA,ff217490-01cb-4441-bb36-304e60e2522a
JL BERDIKARI,ff217490-01cb-4441-bb36-304e60e2522a
4507158,3fbb069e-2035-400a-b166-315909210dbe
CIPTA YOUNG INTERNATIONAL,3fbb069e-2035-400a-b166-315909210dbe
BOULEVARD BARAT RAYA,3fbb069e-2035-400a-b166-315909210dbe
4506512,0049fd61-6cb6-4042-beed-62b43309edd4
PURI YUSTISIA SELARAS,0049fd61-6cb6-4042-beed-62b43309edd4
"KOKAN PERMATA KELAPA GADING, BLOK D17-19JALAN BOULEVARD BUKIT GADING RAYA",0049fd61-6cb6-4042-beed-62b43309edd4
4503994,b34c815e-b621-4985-ac50-4f76068eb612
KARUNIA KALTARA INDAH,b34c815e-b621-4985-ac50-4f76068eb612
JL GRIYA SEJAHTERA RUKAN GRIYA INTI SENTOSA,b34c815e-b621-4985-ac50-4f76068eb612
4498142,934b78be-7ecd-4fe8-bb00-536f6333c3d4
CAHAYA BARU BERSAMA,934b78be-7ecd-4fe8-bb00-536f6333c3d4
JL PLUIT KARANG SELATAN,934b78be-7ecd-4fe8-bb00-536f6333c3d4
4495893,85131dde-0b66-4cba-870c-51dc60137cd6
ELBA GLOBAL BUANA,85131dde-0b66-4cba-870c-51dc60137cd6
JL. KEBON BAWANG VII,85131dde-0b66-4cba-870c-51dc60137cd6
4494488,2320199e-c32a-4038-a334-4a6ed4d8f861
TIGA ANDALAN CITRA MANDIRI,2320199e-c32a-4038-a334-4a6ed4d8f861
JL. RE. MARTADINATA,2320199e-c32a-4038-a334-4a6ed4d8f861
4494093,cb5d2b88-ab0f-4939-b0c9-5a91a8c94f20
WARNA BAJA INDO MAKMUR,cb5d2b88-ab0f-4939-b0c9-5a91a8c94f20
RUKAN GADING BUKIT INDAH H.20 LT 2.,cb5d2b88-ab0f-4939-b0c9-5a91a8c94f20
4493706,a4914eaa-2a7d-4c4d-9dff-e7f7ad87deca
CIPTA MAJU MAPAN,a4914eaa-2a7d-4c4d-9dff-e7f7ad87deca
KOMPLEK RUKO HARMONI MAS BLOK E KAVELING,a4914eaa-2a7d-4c4d-9dff-e7f7ad87deca
4489552,927f187b-52c9-4a2e-9275-6652f995a061
TRICO PT,927f187b-52c9-4a2e-9275-6652f995a061
ACE HARDWARE PLUIT LAKESIDE. JLN PLUIT INDAH S NO 168,927f187b-52c9-4a2e-9275-6652f995a061
4488379,f51c330f-eb2c-4d68-b6af-17006d751abe
CENDRAWASIH DUTASEJAHTERAPERKASA,f51c330f-eb2c-4d68-b6af-17006d751abe
"TERUSAN BANDENGAN UTARA 93A RW.01, PEJAGALAN",f51c330f-eb2c-4d68-b6af-17006d751abe
4487501,65a6cb36-c8da-42ef-b7c5-5c0a8aa09e76
KEMASAN JAYAMAKMUR,65a6cb36-c8da-42ef-b7c5-5c0a8aa09e76
JL MUARA BARU BLOK A/4,65a6cb36-c8da-42ef-b7c5-5c0a8aa09e76
4478591,53c0d802-1869-4ef8-b03b-efcc147d94e5
ASIA JAYA GARMEN,53c0d802-1869-4ef8-b03b-efcc147d94e5
KOMPLEK SOKA II BLOK C NO. 21,53c0d802-1869-4ef8-b03b-efcc147d94e5
4476913,a1e07091-c799-45e0-8faf-74a22d04870a
ODIN ROFS KONSTRUKSI,a1e07091-c799-45e0-8faf-74a22d04870a
JL. GADING INDAH RAYA NO. 8 KAV. C-40,a1e07091-c799-45e0-8faf-74a22d04870a
4475419,a979b7ff-69ab-4d71-9270-1d0bd8fdb7a4
HMR UNIQUE COLLECTION,a979b7ff-69ab-4d71-9270-1d0bd8fdb7a4
GEDUNG WTC MANGGA DUA LANTAI UG BLOK C NO.59JALAN MANGGA DUA RAYA JAKARTA UTARA,a979b7ff-69ab-4d71-9270-1d0bd8fdb7a4
4473218,9aded610-ff91-4603-83cb-9d01d9175e87
KINGDOM MACHINERY INDONESIA,9aded610-ff91-4603-83cb-9d01d9175e87
JL. BOULEVARD RAYA RUKAN KIRANA BOUTIQUE OFFICE BLOK B2 NO. 5,9aded610-ff91-4603-83cb-9d01d9175e87
4472164,ab60a2e6-9155-4837-a46e-21b096bc6bb9
MEGA LIFESCIENCES INDONESIA,ab60a2e6-9155-4837-a46e-21b096bc6bb9
"RUKAN GOLD COAST BLOK B NO. 10-11 BUKIT GOLF MEDITERANIA PIK RT. 004 RW. 003, KAMAL MUARA",ab60a2e6-9155-4837-a46e-21b096bc6bb9
4471781,fbc4d02d-fb82-4dc6-b635-18206303fe14
KOTAMAKMUR PERKASA,fbc4d02d-fb82-4dc6-b635-18206303fe14
"JL.WIJAYA NO.57 PEJAGALAN, PEJAGALAN",fbc4d02d-fb82-4dc6-b635-18206303fe14
4468249,82a03110-f406-46e7-9556-d066da197dce
NEOCEL JAYA SUKSES,82a03110-f406-46e7-9556-d066da197dce
"PERKANTORAN PLAZA PASIFIK BLOK A2, NO.39",82a03110-f406-46e7-9556-d066da197dce
4464763,a44313fb-c57c-4ab7-84e9-6b546e56b5f6
MUARA PROFILE INDUSTRIES,a44313fb-c57c-4ab7-84e9-6b546e56b5f6
"JL.RAYA KAPUK KAMAL NO.70 A RT.002/003, KAMAL MUARA",a44313fb-c57c-4ab7-84e9-6b546e56b5f6
4464449,353eb415-6455-4b9e-9975-9a1a3e4aa622
IKRAR MATAHARI GLOBAL,353eb415-6455-4b9e-9975-9a1a3e4aa622
JL. RAYA GADING BATAVIA BLOK LC9/10,353eb415-6455-4b9e-9975-9a1a3e4aa622
4460850,81e48e60-5a4c-4e80-8bdb-1bd8e6081698
BINTANG DUNIA INDAH,81e48e60-5a4c-4e80-8bdb-1bd8e6081698
JL SEMPER KEBANTENAN,81e48e60-5a4c-4e80-8bdb-1bd8e6081698
4453851,9ff3a822-ac37-4f1a-b4ed-971b25c64f14
FENG FENG KNITWEAR,9ff3a822-ac37-4f1a-b4ed-971b25c64f14
JL KAPUK BERLIAN,e7d68479-fb94-4f32-a1ff-bf0d427613e7
4453630,5396199e-cc46-4a0b-bcee-242a835569fa
PROSKUNEO KADARUSMAN,5396199e-cc46-4a0b-bcee-242a835569fa
"MUARA BARU UJUNG BLOK A NO.1, DOCK GANTUNG DERMAGA BARAT, PENJARINGAN",5396199e-cc46-4a0b-bcee-242a835569fa
4452535,ab747c7c-0767-4701-b720-708b0d1f1057
GUNA BUDI ULTIMA,ab747c7c-0767-4701-b720-708b0d1f1057
KOMPLEK DUTA HARAPAN INDAH,44886596-0cd0-40ac-a298-6984ec3d7dba
4449696,4c745833-b9de-4e41-8845-14cf1992eadc
SHENCHU MAKMUR JAYA,4c745833-b9de-4e41-8845-14cf1992eadc
"JL. BOULEVARD BARAT DAYA BLOK B NO.50A, RUKO GADING SQUARE",4c745833-b9de-4e41-8845-14cf1992eadc
4449083,70e2a6ca-bc27-402f-9ee0-dfaefc961a39
ARIENA MITRA PERSADA,70e2a6ca-bc27-402f-9ee0-dfaefc961a39
JL. KAPUK KENCANA RAYA BLOK U NO 1,70e2a6ca-bc27-402f-9ee0-dfaefc961a39
4447645,d2c6c942-83b8-4363-a0e5-23f7354a0bee
MOIZ ASIA TEKSTIL,d2c6c942-83b8-4363-a0e5-23f7354a0bee
JL. PANTAI INDAH SELATAN 1  ELANG LAUT BOULEVARD  BLOK G NO. 1-2,d2c6c942-83b8-4363-a0e5-23f7354a0bee
4446572,5fb37c07-d44e-4036-bf57-76142ad1f641
NATURA PRODUK INTERNASIONAL,5fb37c07-d44e-4036-bf57-76142ad1f641
JL. SUNTER PERMAI RAYA BLOK A1 NO. 12,5fb37c07-d44e-4036-bf57-76142ad1f641
4443599,a223846a-320f-4dee-9330-31547ead5569
BINAPERKASA SARANA MANDIRI,a223846a-320f-4dee-9330-31547ead5569
JL MANGGA DUA RAYA (ITC MG.DUA) LT.4,a223846a-320f-4dee-9330-31547ead5569
4441658,ed6e2205-6c2d-4a88-ba4e-05ade1b1d9a5
SINAR KARUNIA INTAN JAYA,ed6e2205-6c2d-4a88-ba4e-05ade1b1d9a5
"THE MANSION BOUGENVILLE, TOWER FONTANA UNIT BF-31 M2, JALAN TREMBESI BLOK D, BANDAR BARU KEMAYORAN",ed6e2205-6c2d-4a88-ba4e-05ade1b1d9a5
4441511,afcb5de6-b6ce-4239-8185-8c6baaa8c37f
ASGA INDOCARE,afcb5de6-b6ce-4239-8185-8c6baaa8c37f
"KOMPLEK PERGUDANGAN MARTADINATA MEGAH BLOK D NO 1, JL RE MARTADINATA NO 100 TANJUNG PRIOK",afcb5de6-b6ce-4239-8185-8c6baaa8c37f
4440307,0fc48f8d-5a45-4442-b946-c0f3a800c3dd
PRIUK DWILINGGA ABADI,0fc48f8d-5a45-4442-b946-c0f3a800c3dd
RUKO SUNTER AGUNG UTARA BLOK D1 NO. 11D LT III RW 018 KEL. SUNTER AGUNG,0fc48f8d-5a45-4442-b946-c0f3a800c3dd
4439020,328320c2-ac5c-49d5-8121-56780c01a36a
MEIWA METAL SANTOSA,328320c2-ac5c-49d5-8121-56780c01a36a
4438449,874b8cdf-15cd-4650-aafa-d4f4d08bcad6
MUTIARA LAUT ABADI,874b8cdf-15cd-4650-aafa-d4f4d08bcad6
"THE KENSINGTON OFFICE TOWER, JL BOULEVARD RAYA KELAPA GADING",874b8cdf-15cd-4650-aafa-d4f4d08bcad6
4434686,5b315cc2-2191-4250-a7af-f92da09695fd
MULIAPACK INTISEMPURNA,5b315cc2-2191-4250-a7af-f92da09695fd
"JL.PLUIT RAYA NO.195, PENJARINGAN",5b315cc2-2191-4250-a7af-f92da09695fd
4433841,d3798da4-6c87-403e-8b9d-878ade4332af
MALINDO BERKAT ABADI,d3798da4-6c87-403e-8b9d-878ade4332af
"JALAN BOULEVARD BUKIT GADING RAYA BLOK A 1, RUKO BUKIT GADINGMEDITERANIA (FLORENCIA)",d3798da4-6c87-403e-8b9d-878ade4332af
4433121,9ccc4ee7-ed3f-4287-b35c-e6e4fdf5a6ad
TEKNIK ALAMI NUSANTARA,9ccc4ee7-ed3f-4287-b35c-e6e4fdf5a6ad
JALAN PLUIT INDAH RAYA 168 BLOK B-G,9ccc4ee7-ed3f-4287-b35c-e6e4fdf5a6ad
4431457,092ea705-02fa-4e58-8ccd-0b6e6ea94603
GIN BERSAMA INDONESIA,092ea705-02fa-4e58-8ccd-0b6e6ea94603
JL. PANTAI INDAH SELATAN KOMPLEK PERGUDANGAN SENTRA INDUSTRI TERPADU PIK BLOK D1 NO. 25,092ea705-02fa-4e58-8ccd-0b6e6ea94603
4430629,93bccaf7-c834-4a52-a647-cb6ff74aac34
TAEMEN BARU INDONESIA,93bccaf7-c834-4a52-a647-cb6ff74aac34
"KOMPLEK RUKO MAHKOTA ANCOL BLOK A NO. 11-12, JL.RE MARTADINATA",93bccaf7-c834-4a52-a647-cb6ff74aac34
4430230,c9eccaf2-1459-4146-8b1f-88e34f58d5f9
BEDJA NUSA UTAMA,c9eccaf2-1459-4146-8b1f-88e34f58d5f9
"JALAN KEBANTENAN, GANG SWADAYA NOMOR 26",c9eccaf2-1459-4146-8b1f-88e34f58d5f9
4429471,75e66ad6-55e4-426b-a0b7-8b6fb8bfb88b
BINTANG SURYA SEJATI SUKSES,75e66ad6-55e4-426b-a0b7-8b6fb8bfb88b
KOMPLEK RUKO MARINATAMA LANTAMAL BLOK E21,75e66ad6-55e4-426b-a0b7-8b6fb8bfb88b
4428680,4c0c8489-5334-4905-b681-f315e167b8d3
JUSTUS SAKTI RAYA,4c0c8489-5334-4905-b681-f315e167b8d3
JL. DANAU SUNTER UTARA BLOK O-3 NO. 27-28,4c0c8489-5334-4905-b681-f315e167b8d3
4427943,c42741aa-3c76-4f1a-8609-5549c6eddd5a
TECO MULTIGUNA ELEKTRO,c42741aa-3c76-4f1a-8609-5549c6eddd5a
"JL.BANDENGAN UTARA NO.83/1-2-3, PENJARINGAN",c42741aa-3c76-4f1a-8609-5549c6eddd5a
4423794,1ce37b8f-c324-4659-9639-54d0d08a9d6c
INDONESIA GYROCOPTER AVIASI,1ce37b8f-c324-4659-9639-54d0d08a9d6c
"JALAN CAMAR ELOK 1, BLOK GA NOMOR 16, PANTAI INDAH KAPUK",1ce37b8f-c324-4659-9639-54d0d08a9d6c
4421858,77328456-f5f5-4d66-b3ab-6465f4d2c2ad
MULTI INDUSTRI BUANA,77328456-f5f5-4d66-b3ab-6465f4d2c2ad
"KAWASAN PANTAI MAJU RUKAN PALLADIUM, BLOK L NOMOR 9 PANTAI INDAH KAPUK",77328456-f5f5-4d66-b3ab-6465f4d2c2ad
4418384,94080c98-60c5-47ad-90e4-2d69e187faa6
ALAMMULIA PLASTICINDO,94080c98-60c5-47ad-90e4-2d69e187faa6
"JL.KAPUK KAMAL NO.32 RT.002/003, KAMAL MUARA",94080c98-60c5-47ad-90e4-2d69e187faa6
4417853,23f3d527-9290-464b-857c-90da6546b09d
PERMATA INDAH RATU KOSMETIK,23f3d527-9290-464b-857c-90da6546b09d
PP. NIZAM ZACHMAN MUARA BARU BLOK A KAV. 3B JALAN TUNA RAYA NO. 1,23f3d527-9290-464b-857c-90da6546b09d
4417236,9d2aaf39-244f-48a1-ad10-9e8eed1874d1
NURFAZZA KREASI MULTIGUNA,9d2aaf39-244f-48a1-ad10-9e8eed1874d1
JALAN AGUNG JAYA 10 BLOK D II / 14,9d2aaf39-244f-48a1-ad10-9e8eed1874d1
4411672,5fe0203e-7bfc-4cbf-8c3f-73d3e13b280b
KRISNA ADVISORY INDO,5fe0203e-7bfc-4cbf-8c3f-73d3e13b280b
"The Mansion Bougenville At Dukuh Golf Kemayoran Tower Fontana Lt.35 H1 & I1, Jl. Trembesi Blok D",5fe0203e-7bfc-4cbf-8c3f-73d3e13b280b
4400158,154818d9-a1ac-40f8-8cb3-d919ca707074
MITRA WIRAMULIA,154818d9-a1ac-40f8-8cb3-d919ca707074
"JL. JEMBATAN III NO. 4C, PENJARINGAN",154818d9-a1ac-40f8-8cb3-d919ca707074
4396788,cae6701d-f21f-49ac-9670-8c01068a9c91
